instance_id,process_key,business_key,status,apply_user,amount,start_time,end_time
PI-000213,goods_receipt,GR-000063,completed,EMP-0062,0.0,2024-01-12 22:06:40.990471,2024-01-13 11:11:38.055052
PI-000214,goods_receipt,GR-000064,completed,EMP-0068,0.0,2024-01-13 19:05:36.847720,2024-01-14 03:36:34.199683
PI-000215,invoice_verification,INV-000058,completed,EMP-0080,45926.83,2024-01-16 02:52:30.174975,2024-01-16 17:12:07.041665
PI-000216,invoice_verification,INV-000059,completed,EMP-0081,31003.54,2024-01-19 10:14:51.381543,2024-01-19 21:54:56.231007
PI-000217,purchase_requisition,PR-000045,completed,EMP-0004,56363.71,2024-01-09 17:12:01.060323,2024-01-09 22:58:47.311501
PI-000218,purchase_order,PO-000050,completed,EMP-0057,89248.89,2024-01-10 15:09:34.186516,2024-01-10 18:21:08.549501
PI-000219,goods_receipt,GR-000065,completed,EMP-0065,0.0,2024-01-12 12:43:56.156461,2024-01-12 20:55:42.353892
PI-000220,invoice_verification,INV-000060,completed,EMP-0076,88596.95,2024-01-14 06:45:39.800319,2024-01-15 00:18:25.567023
PI-000221,purchase_requisition,PR-000046,completed,EMP-0036,228.59,2024-01-10 00:55:47.133476,2024-01-10 09:56:08.471688
PI-000222,purchase_order,PO-000051,completed,EMP-0054,149776.65,2024-01-11 08:58:19.252366,2024-01-11 21:37:35.423655
PI-000223,goods_receipt,GR-000066,completed,EMP-0065,0.0,2024-01-12 08:21:35.917571,2024-01-12 12:27:54.108680
PI-000224,invoice_verification,INV-000061,completed,EMP-0077,147942.01,2024-01-16 06:10:03.180662,2024-01-16 14:01:40.367668
PI-000225,purchase_requisition,PR-000047,completed,EMP-0028,11108.09,2024-01-10 08:46:35.142876,2024-01-10 14:35:24.194432
PI-000226,purchase_order,PO-000052,completed,EMP-0059,181835.8,2024-01-11 05:45:15.284467,2024-01-11 11:42:23.588787
PI-000227,goods_receipt,GR-000067,completed,EMP-0066,0.0,2024-01-12 03:15:34.453313,2024-01-12 08:38:41.084614
PI-000228,invoice_verification,INV-000062,completed,EMP-0077,180316.12,2024-01-17 05:11:46.278619,2024-01-17 18:03:41.013966
PI-000229,purchase_order,PO-000053,completed,EMP-0057,28233.57,2024-01-10 19:39:30.725834,2024-01-10 21:07:10.475562
PI-000230,goods_receipt,GR-000068,completed,EMP-0067,0.0,2024-01-11 20:28:28.714828,2024-01-12 10:44:31.231864
PI-000231,goods_receipt,GR-000069,completed,EMP-0064,0.0,2024-01-14 20:06:42.531193,2024-01-15 01:58:05.394909
PI-000232,invoice_verification,INV-000063,completed,EMP-0081,16750.09,2024-01-16 05:30:58.402338,2024-01-16 14:04:15.012605
PI-000233,invoice_verification,INV-000064,completed,EMP-0077,11435.98,2024-01-20 01:21:41.036733,2024-01-21 01:22:05.255890
PI-000234,purchase_requisition,PR-000048,completed,EMP-0025,12778.03,2024-01-10 10:13:20.615928,2024-01-10 18:29:12.420271
PI-000235,purchase_order,PO-000054,completed,EMP-0055,71666.0,2024-01-11 15:19:50.597458,2024-01-12 00:54:28.686446
PI-000236,goods_receipt,GR-000070,completed,EMP-0069,0.0,2024-01-12 05:38:38.053571,2024-01-12 14:40:54.252242
PI-000237,invoice_verification,INV-000065,completed,EMP-0078,72033.17,2024-01-14 04:32:27.345244,2024-01-14 17:37:19.820497
PI-000238,purchase_requisition,PR-000049,completed,EMP-0011,2467.26,2024-01-10 13:10:34.991476,2024-01-10 22:23:15.340439
PI-000239,purchase_order,PO-000055,completed,EMP-0053,90072.62,2024-01-11 02:48:47.538218,2024-01-11 10:02:22.658876
PI-000240,goods_receipt,GR-000071,completed,EMP-0066,0.0,2024-01-12 03:26:46.899700,2024-01-12 12:08:53.543450
PI-000241,goods_receipt,GR-000072,completed,EMP-0065,0.0,2024-01-15 05:59:43.563705,2024-01-15 10:23:17.402815
PI-000242,invoice_verification,INV-000066,completed,EMP-0081,91106.55,2024-01-15 18:58:57.485043,2024-01-16 06:16:20.741814
PI-000243,purchase_requisition,PR-000050,completed,EMP-0031,30748.65,2024-01-10 15:35:10.296795,2024-01-10 22:44:18.495759
PI-000244,purchase_order,PO-000056,completed,EMP-0058,71474.0,2024-01-11 08:02:00.706830,2024-01-12 00:27:47.240524
PI-000245,goods_receipt,GR-000073,completed,EMP-0066,0.0,2024-01-13 10:20:45.874610,2024-01-13 19:47:44.113480
PI-000246,invoice_verification,INV-000067,completed,EMP-0081,71568.92,2024-01-18 06:38:49.523270,2024-01-18 19:04:35.774286
PI-000247,purchase_requisition,PR-000051,completed,EMP-0027,117870.95,2024-01-10 22:54:07.583675,2024-01-11 09:37:31.380112
PI-000248,purchase_order,PO-000057,completed,EMP-0054,693.53,2024-01-12 02:32:08.259728,2024-01-12 04:28:02.215273
PI-000249,goods_receipt,GR-000074,completed,EMP-0062,0.0,2024-01-15 01:29:44.095226,2024-01-15 13:07:32.512674
PI-000250,invoice_verification,INV-000068,completed,EMP-0077,695.52,2024-01-19 20:30:53.282790,2024-01-20 07:00:43.659530
PI-000251,purchase_requisition,PR-000052,completed,EMP-0025,104340.04,2024-01-11 04:55:27.140575,2024-01-11 12:29:15.775548
PI-000252,purchase_order,PO-000058,completed,EMP-0052,62528.29,2024-01-11 16:24:56.436649,2024-01-12 00:45:14.651024
PI-000253,goods_receipt,GR-000075,completed,EMP-0066,0.0,2024-01-14 07:47:38.625658,2024-01-14 15:18:50.526417
PI-000254,invoice_verification,INV-000069,completed,EMP-0077,61300.57,2024-01-18 07:31:30.383338,2024-01-19 05:29:17.322250
PI-000255,purchase_requisition,PR-000053,completed,EMP-0008,35091.6,2024-01-11 09:41:49.481575,2024-01-11 15:13:48.378388
PI-000256,purchase_order,PO-000059,completed,EMP-0055,169554.56,2024-01-12 10:59:40.353203,2024-01-12 16:06:02.438586
PI-000257,goods_receipt,GR-000076,completed,EMP-0064,0.0,2024-01-13 20:09:02.287981,2024-01-14 04:52:38.396987
PI-000258,invoice_verification,INV-000070,completed,EMP-0079,172618.63,2024-01-18 03:40:27.956139,2024-01-18 16:04:36.670725
PI-000259,purchase_requisition,PR-000054,completed,EMP-0027,19212.94,2024-01-11 15:26:40.505248,2024-01-11 20:29:36.059501
PI-000260,purchase_order,PO-000060,completed,EMP-0052,15430.84,2024-01-12 10:00:57.976453,2024-01-12 16:58:23.740008
PI-000261,goods_receipt,GR-000077,completed,EMP-0065,0.0,2024-01-14 20:09:16.851879,2024-01-15 06:32:48.325839
PI-000262,goods_receipt,GR-000078,completed,EMP-0062,0.0,2024-01-16 18:21:55.745956,2024-01-17 01:43:03.729370
PI-000263,invoice_verification,INV-000071,completed,EMP-0081,15568.13,2024-01-19 04:21:27.363174,2024-01-20 00:21:25.500340
PI-000264,purchase_order,PO-000061,completed,EMP-0056,87731.58,2024-01-12 14:19:22.769143,2024-01-12 21:53:29.121737
PI-000265,goods_receipt,GR-000079,completed,EMP-0065,0.0,2024-01-14 03:58:52.478092,2024-01-14 12:05:32.347091
PI-000266,invoice_verification,INV-000072,completed,EMP-0075,87099.35,2024-01-14 21:36:31.897310,2024-01-15 07:20:03.867596
PI-000267,purchase_requisition,PR-000055,completed,EMP-0020,96614.58,2024-01-11 20:46:39.566548,2024-01-12 04:25:54.694838
PI-000268,purchase_order,PO-000062,completed,EMP-0055,182860.38,2024-01-12 06:21:37.815702,2024-01-12 11:23:50.103679
PI-000269,goods_receipt,GR-000080,completed,EMP-0069,0.0,2024-01-14 14:10:03.984070,2024-01-15 00:34:01.603933
PI-000270,invoice_verification,INV-000073,completed,EMP-0079,186314.38,2024-01-16 18:12:58.641767,2024-01-17 18:28:39.592956
PI-000271,purchase_requisition,PR-000056,completed,EMP-0025,634.97,2024-01-12 02:00:02.563163,2024-01-12 10:02:18.770365
PI-000272,purchase_order,PO-000063,completed,EMP-0058,11533.06,2024-01-12 12:56:55.861542,2024-01-12 16:36:54.140080
PI-000273,goods_receipt,GR-000081,completed,EMP-0063,0.0,2024-01-13 17:58:32.787211,2024-01-14 01:06:55.074464
PI-000274,invoice_verification,INV-000074,completed,EMP-0077,11670.85,2024-01-18 00:37:21.392842,2024-01-18 14:39:49.414453
PI-000275,purchase_requisition,PR-000057,completed,EMP-0015,4679.36,2024-01-12 07:02:45.049439,2024-01-12 12:28:18.346104
PI-000276,purchase_order,PO-000064,completed,EMP-0053,85260.12,2024-01-13 05:27:16.935292,2024-01-13 15:12:53.423755
PI-000277,goods_receipt,GR-000082,completed,EMP-0064,0.0,2024-01-13 21:24:53.625030,2024-01-14 08:00:57.252460
PI-000278,invoice_verification,INV-000075,completed,EMP-0076,84181.39,2024-01-18 02:33:05.072412,2024-01-18 11:46:30.703618
PI-000279,purchase_requisition,PR-000058,completed,EMP-0020,55780.52,2024-01-12 10:14:52.472803,2024-01-12 18:19:33.177426
PI-000280,purchase_order,PO-000065,completed,EMP-0054,127432.11,2024-01-13 16:41:10.398836,2024-01-14 01:24:01.028233
PI-000281,goods_receipt,GR-000083,completed,EMP-0064,0.0,2024-01-15 01:21:38.140679,2024-01-15 09:01:45.829946
PI-000282,invoice_verification,INV-000076,completed,EMP-0082,126968.43,2024-01-18 12:54:45.661002,2024-01-18 23:47:41.559778
PI-000283,purchase_requisition,PR-000059,completed,EMP-0039,31228.28,2024-01-12 13:28:08.051332,2024-01-12 21:44:31.839898
PI-000284,purchase_order,PO-000066,completed,EMP-0055,204739.59,2024-01-13 11:25:24.694143,2024-01-13 12:27:22.830575
PI-000285,goods_receipt,GR-000084,completed,EMP-0065,0.0,2024-01-13 17:00:37.295431,2024-01-14 03:53:13.777410
PI-000286,invoice_verification,INV-000077,completed,EMP-0080,204005.7,2024-01-16 00:44:37.183205,2024-01-16 10:14:28.710552
PI-000287,purchase_requisition,PR-000060,completed,EMP-0026,60490.84,2024-01-12 20:49:29.489262,2024-01-12 22:59:40.399706
PI-000288,purchase_order,PO-000067,cancelled,EMP-0054,69087.58,2024-01-13 14:26:49.137071,2024-01-13 21:23:43.321708
PI-000289,purchase_requisition,PR-000061,completed,EMP-0006,3893.16,2024-01-13 01:37:50.035923,2024-01-13 16:16:54.882054
PI-000290,purchase_order,PO-000068,completed,EMP-0057,85079.98,2024-01-14 08:56:03.542402,2024-01-14 14:25:20.731713
PI-000291,goods_receipt,GR-000085,completed,EMP-0062,0.0,2024-01-15 10:14:14.989220,2024-01-15 15:48:27.462197
PI-000292,invoice_verification,INV-000078,completed,EMP-0077,85123.05,2024-01-17 18:12:03.304715,2024-01-18 20:42:48.418126
PI-000293,purchase_requisition,PR-000062,completed,EMP-0029,42344.2,2024-01-13 03:27:55.363305,2024-01-13 07:32:10.356183
PI-000294,purchase_order,PO-000069,completed,EMP-0053,62429.71,2024-01-13 15:29:24.601572,2024-01-14 02:12:29.337125
PI-000295,goods_receipt,GR-000086,completed,EMP-0067,0.0,2024-01-16 22:30:29.842048,2024-01-17 08:02:37.493185
PI-000296,goods_receipt,GR-000087,completed,EMP-0065,0.0,2024-01-18 03:00:36.310181,2024-01-18 13:03:46.209175
PI-000297,invoice_verification,INV-000079,completed,EMP-0082,63463.86,2024-01-19 18:26:30.754535,2024-01-20 05:04:26.299123
PI-000298,purchase_requisition,PR-000063,completed,EMP-0028,12750.57,2024-01-13 07:08:34.931032,2024-01-13 11:23:21.818512
PI-000299,purchase_order,PO-000070,completed,EMP-0055,166599.68,2024-01-14 05:15:28.895996,2024-01-14 11:56:36.517718
PI-000300,goods_receipt,GR-000088,completed,EMP-0067,0.0,2024-01-14 20:31:01.862621,2024-01-15 02:05:43.674105
PI-000301,invoice_verification,INV-000080,completed,EMP-0082,168973.83,2024-01-18 10:34:55.297014,2024-01-18 17:32:29.814635
PI-000302,purchase_requisition,PR-000064,completed,EMP-0036,10787.43,2024-01-13 10:10:17.431793,2024-01-13 16:06:43.555314
PI-000303,purchase_order,PO-000071,completed,EMP-0056,151736.22,2024-01-13 19:52:57.875277,2024-01-14 00:06:03.804638
PI-000304,goods_receipt,GR-000089,completed,EMP-0065,0.0,2024-01-14 11:56:31.373573,2024-01-14 21:42:00.837958
PI-000305,goods_receipt,GR-000090,completed,EMP-0067,0.0,2024-01-17 09:14:09.751638,2024-01-17 22:47:01.483758
PI-000306,invoice_verification,INV-000081,completed,EMP-0082,149436.11,2024-01-18 14:01:11.738455,2024-01-19 00:39:26.351949
PI-000307,purchase_requisition,PR-000065,completed,EMP-0030,46944.46,2024-01-13 11:22:02.292396,2024-01-13 16:17:20.301351
PI-000308,purchase_order,PO-000072,completed,EMP-0061,99831.55,2024-01-13 20:53:22.737323,2024-01-14 05:13:12.653307
PI-000309,goods_receipt,GR-000091,completed,EMP-0063,0.0,2024-01-14 18:21:45.931237,2024-01-15 02:24:08.604721
PI-000310,invoice_verification,INV-000082,completed,EMP-0082,100126.17,2024-01-16 05:34:17.702060,2024-01-16 15:30:44.022089
PI-000311,purchase_requisition,PR-000066,completed,EMP-0015,55452.99,2024-01-13 14:41:01.471228,2024-01-13 22:25:50.067669
PI-000312,purchase_order,PO-000073,completed,EMP-0053,91557.39,2024-01-14 16:55:17.646923,2024-01-15 02:18:38.495249
PI-000313,goods_receipt,GR-000092,completed,EMP-0068,0.0,2024-01-17 09:54:30.237146,2024-01-17 19:11:51.562391
PI-000314,invoice_verification,INV-000083,completed,EMP-0081,92125.81,2024-01-19 03:31:48.000662,2024-01-19 15:05:02.909397
PI-000315,purchase_requisition,PR-000067,completed,EMP-0002,2077.5,2024-01-13 22:21:18.204389,2024-01-14 05:48:45.992256
PI-000316,purchase_order,PO-000074,completed,EMP-0058,250649.66,2024-01-15 05:35:55.384233,2024-01-15 10:48:48.690813
PI-000317,goods_receipt,GR-000093,completed,EMP-0064,0.0,2024-01-17 11:04:04.362758,2024-01-17 16:46:33.308592
PI-000318,invoice_verification,INV-000084,completed,EMP-0075,247916.77,2024-01-18 17:01:02.553446,2024-01-19 01:29:42.008966
PI-000319,purchase_requisition,PR-000068,completed,EMP-0027,52150.46,2024-01-14 01:41:59.846171,2024-01-14 10:38:38.593590
PI-000320,purchase_order,PO-000075,completed,EMP-0056,55879.98,2024-01-14 23:28:06.900382,2024-01-15 06:32:04.335976
PI-000321,goods_receipt,GR-000094,completed,EMP-0064,0.0,2024-01-16 00:37:04.688450,2024-01-16 10:12:19.704398
PI-000322,invoice_verification,INV-000085,completed,EMP-0081,56422.81,2024-01-17 04:52:03.488930,2024-01-17 14:00:43.159620
PI-000323,purchase_requisition,PR-000069,completed,EMP-0025,17836.3,2024-01-14 07:14:44.846126,2024-01-14 12:55:06.013650
PI-000324,purchase_order,PO-000076,completed,EMP-0060,30139.5,2024-01-14 16:43:54.878036,2024-01-15 02:30:35.130549
PI-000325,goods_receipt,GR-000095,completed,EMP-0065,0.0,2024-01-17 12:45:52.683073,2024-01-17 23:43:50.304194
PI-000326,goods_receipt,GR-000096,completed,EMP-0069,0.0,2024-01-18 12:19:51.447006,2024-01-18 21:42:33.887875
PI-000327,invoice_verification,INV-000086,completed,EMP-0079,30191.84,2024-01-20 11:58:40.118997,2024-01-21 12:13:27.654711
PI-000328,purchase_requisition,PR-000070,completed,EMP-0024,40211.94,2024-01-14 11:52:34.800889,2024-01-14 20:29:51.938120
PI-000329,purchase_order,PO-000077,completed,EMP-0057,93916.79,2024-01-15 11:13:53.445866,2024-01-15 17:45:39.208123
PI-000330,goods_receipt,GR-000097,completed,EMP-0066,0.0,2024-01-16 21:38:54.258006,2024-01-17 00:43:47.384679
PI-000331,invoice_verification,INV-000087,completed,EMP-0075,92175.61,2024-01-20 12:39:12.782737,2024-01-20 18:40:45.279812
PI-000332,purchase_requisition,PR-000071,completed,EMP-0019,40274.73,2024-01-14 13:41:57.899497,2024-01-14 21:17:04.888168
PI-000333,purchase_order,PO-000078,completed,EMP-0056,20109.32,2024-01-14 22:07:00.242948,2024-01-15 05:59:01.622088
PI-000334,goods_receipt,GR-000098,completed,EMP-0068,0.0,2024-01-16 02:23:21.901580,2024-01-16 11:56:44.581057
PI-000335,invoice_verification,INV-000088,completed,EMP-0082,11861.82,2024-01-21 08:26:50.629172,2024-01-22 01:16:10.047150
PI-000336,invoice_verification,INV-000089,completed,EMP-0080,8164.8,2024-01-26 16:03:35.194380,2024-01-27 02:49:58.388847
PI-000337,purchase_requisition,PR-000072,completed,EMP-0021,33100.62,2024-01-14 19:40:24.789412,2024-01-15 03:40:33.492013
PI-000338,purchase_order,PO-000079,completed,EMP-0060,154156.97,2024-01-15 10:39:02.945526,2024-01-15 20:09:16.828366
PI-000339,goods_receipt,GR-000099,completed,EMP-0063,0.0,2024-01-16 13:22:53.343072,2024-01-16 22:29:12.306894
PI-000340,invoice_verification,INV-000090,completed,EMP-0079,152165.95,2024-01-18 12:41:56.054165,2024-01-18 19:37:07.444447
PI-000341,purchase_requisition,PR-000073,completed,EMP-0007,64223.06,2024-01-14 20:54:37.804010,2024-01-14 23:48:39.367034
PI-000342,purchase_order,PO-000080,completed,EMP-0060,133384.45,2024-01-15 23:07:26.142893,2024-01-16 07:32:54.463101
PI-000343,goods_receipt,GR-000100,completed,EMP-0063,0.0,2024-01-17 02:04:52.725936,2024-01-17 12:10:53.450659
PI-000344,invoice_verification,INV-000091,completed,EMP-0079,80872.73,2024-01-18 07:40:14.020427,2024-01-19 13:46:17.493361
PI-000345,invoice_verification,INV-000092,completed,EMP-0080,53268.95,2024-01-19 23:34:48.191585,2024-01-20 08:05:44.241288
PI-000346,purchase_requisition,PR-000074,completed,EMP-0007,103568.24,2024-01-15 02:10:33.511958,2024-01-15 09:43:45.898545
PI-000347,purchase_order,PO-000081,completed,EMP-0056,111294.7,2024-01-15 15:17:12.602470,2024-01-16 00:24:38.515419
PI-000348,goods_receipt,GR-000101,completed,EMP-0067,0.0,2024-01-18 19:30:06.434757,2024-01-19 04:04:32.841269
PI-000349,invoice_verification,INV-000093,completed,EMP-0082,110712.37,2024-01-20 17:55:38.143843,2024-01-21 04:29:26.352760
PI-000350,purchase_requisition,PR-000075,completed,EMP-0019,16522.45,2024-01-15 08:28:25.582218,2024-01-15 15:59:00.633901
PI-000351,purchase_order,PO-000082,completed,EMP-0061,10193.22,2024-01-16 03:19:16.427019,2024-01-16 08:42:21.980937
PI-000352,goods_receipt,GR-000102,completed,EMP-0063,0.0,2024-01-17 04:54:29.351439,2024-01-17 14:32:18.296359
PI-000353,invoice_verification,INV-000094,completed,EMP-0081,10296.61,2024-01-18 07:30:19.183420,2024-01-18 20:48:35.851784
PI-000354,purchase_requisition,PR-000076,completed,EMP-0009,38691.06,2024-01-15 14:40:47.658006,2024-01-15 22:54:29.452871
PI-000355,purchase_order,PO-000083,completed,EMP-0052,25826.64,2024-01-16 11:07:47.107615,2024-01-16 17:33:00.053835
PI-000356,goods_receipt,GR-000103,completed,EMP-0064,0.0,2024-01-18 08:09:23.150405,2024-01-18 19:31:12.717101
PI-000357,invoice_verification,INV-000095,completed,EMP-0075,26096.97,2024-01-21 06:53:05.807273,2024-01-22 02:16:29.944085
PI-000358,purchase_requisition,PR-000077,completed,EMP-0015,32499.66,2024-01-15 16:26:27.192918,2024-01-16 06:59:51.055864
PI-000359,purchase_order,PO-000084,completed,EMP-0059,199423.9,2024-01-16 23:39:39.017579,2024-01-17 05:38:53.627134
PI-000360,goods_receipt,GR-000104,completed,EMP-0067,0.0,2024-01-17 12:24:30.611657,2024-01-17 22:04:27.534006
PI-000361,goods_receipt,GR-000105,completed,EMP-0068,0.0,2024-01-19 11:55:57.474629,2024-01-19 23:19:21.065166
PI-000362,invoice_verification,INV-000096,completed,EMP-0077,120534.77,2024-01-24 02:10:55.873998,2024-01-24 15:15:37.860208
PI-000363,invoice_verification,INV-000097,completed,EMP-0079,79180.34,2024-01-25 21:57:09.230168,2024-01-26 07:31:33.192727
PI-000364,purchase_requisition,PR-000078,completed,EMP-0006,107568.8,2024-01-16 00:26:19.798334,2024-01-16 09:55:45.158252
PI-000365,purchase_requisition,PR-000079,completed,EMP-0002,1950.44,2024-01-16 05:47:32.020287,2024-01-16 17:17:18.783288
PI-000366,purchase_order,PO-000085,completed,EMP-0058,246956.28,2024-01-17 13:46:52.099621,2024-01-17 22:41:24.648722
PI-000367,goods_receipt,GR-000106,completed,EMP-0063,0.0,2024-01-19 00:39:23.154616,2024-01-19 12:09:23.533943
PI-000368,invoice_verification,INV-000098,completed,EMP-0077,243979.74,2024-01-23 06:31:46.739399,2024-01-23 17:39:04.544853
PI-000369,purchase_requisition,PR-000080,completed,EMP-0016,21481.79,2024-01-16 13:35:48.814570,2024-01-16 19:50:05.205086
PI-000370,purchase_order,PO-000086,completed,EMP-0059,125774.35,2024-01-17 06:20:37.239654,2024-01-17 16:46:44.389351
PI-000371,goods_receipt,GR-000107,completed,EMP-0063,0.0,2024-01-20 15:35:42.215325,2024-01-21 01:54:16.228897
PI-000372,goods_receipt,GR-000108,completed,EMP-0063,0.0,2024-01-23 00:53:31.028493,2024-01-23 09:08:39.064240
PI-000373,invoice_verification,INV-000099,completed,EMP-0077,127171.1,2024-01-26 18:45:22.013716,2024-01-27 08:17:24.483953
PI-000374,purchase_requisition,PR-000081,completed,EMP-0025,46760.97,2024-01-16 19:04:23.584678,2024-01-17 12:18:35.968079
PI-000375,purchase_order,PO-000087,completed,EMP-0058,61071.15,2024-01-18 02:19:59.618799,2024-01-18 07:10:35.578597
PI-000376,goods_receipt,GR-000109,completed,EMP-0065,0.0,2024-01-20 11:35:02.352761,2024-01-20 15:21:22.819303
PI-000377,invoice_verification,INV-000100,completed,EMP-0077,36785.95,2024-01-22 21:19:57.439593,2024-01-23 08:37:35.262663
PI-000378,invoice_verification,INV-000101,completed,EMP-0076,24620.38,2024-01-24 04:41:36.831266,2024-01-25 01:27:39.751300
PI-000379,purchase_requisition,PR-000082,completed,EMP-0034,10612.36,2024-01-16 21:20:10.087024,2024-01-17 04:24:58.834958
PI-000380,purchase_requisition,PR-000083,completed,EMP-0037,58485.96,2024-01-17 02:01:38.991728,2024-01-17 10:49:55.897497
PI-000381,purchase_order,PO-000088,completed,EMP-0058,31778.75,2024-01-17 23:58:10.704019,2024-01-18 03:47:02.094602
PI-000382,goods_receipt,GR-000110,completed,EMP-0065,0.0,2024-01-20 22:29:08.778096,2024-01-21 10:17:05.787102
PI-000383,goods_receipt,GR-000111,completed,EMP-0065,0.0,2024-01-22 14:41:02.991174,2024-01-22 20:34:33.787341
PI-000384,invoice_verification,INV-000102,completed,EMP-0079,32052.08,2024-01-26 09:11:53.819131,2024-01-26 21:00:42.133337
PI-000385,purchase_requisition,PR-000084,completed,EMP-0010,48037.28,2024-01-17 07:00:32.785773,2024-01-18 02:45:37.275633
PI-000386,purchase_order,PO-000089,cancelled,EMP-0058,86751.5,2024-01-18 10:00:05.928629,2024-01-18 21:07:38.681860
PI-000387,purchase_requisition,PR-000085,completed,EMP-0026,80603.23,2024-01-17 10:17:28.262587,2024-01-17 21:21:38.815529
PI-000388,purchase_order,PO-000090,completed,EMP-0054,197424.37,2024-01-18 05:17:53.927981,2024-01-18 14:57:03.416202
PI-000389,goods_receipt,GR-000112,completed,EMP-0069,0.0,2024-01-19 15:02:09.424462,2024-01-19 21:59:07.564295
PI-000390,invoice_verification,INV-000103,completed,EMP-0077,194546.7,2024-01-21 22:10:31.926461,2024-01-22 10:42:09.418822
PI-000391,purchase_order,PO-000091,completed,EMP-0059,113293.78,2024-01-18 15:29:08.614454,2024-01-18 21:20:53.744660
PI-000392,goods_receipt,GR-000113,completed,EMP-0068,0.0,2024-01-19 22:50:33.742560,2024-01-20 06:38:18.686284
PI-000393,invoice_verification,INV-000104,completed,EMP-0076,68582.91,2024-01-24 00:04:22.558378,2024-01-24 10:45:25.142228
PI-000394,invoice_verification,INV-000105,completed,EMP-0078,44888.38,2024-01-28 20:37:31.710634,2024-01-29 08:09:54.997934
PI-000395,purchase_requisition,PR-000086,completed,EMP-0006,93873.86,2024-01-17 14:24:45.749199,2024-01-17 21:32:18.915738
PI-000396,purchase_order,PO-000092,completed,EMP-0057,22274.0,2024-01-18 07:14:02.188839,2024-01-18 09:23:39.679269
PI-000397,goods_receipt,GR-000114,completed,EMP-0063,0.0,2024-01-18 15:34:39.304277,2024-01-19 02:53:36.186297
PI-000398,invoice_verification,INV-000106,completed,EMP-0080,22474.25,2024-01-23 04:31:11.287533,2024-01-23 17:46:31.165677
PI-000399,purchase_requisition,PR-000087,completed,EMP-0018,37568.88,2024-01-17 18:39:05.518618,2024-01-18 03:35:35.774523
PI-000400,purchase_order,PO-000093,completed,EMP-0058,164508.63,2024-01-18 07:28:43.216738,2024-01-18 12:03:50.740059
PI-000401,goods_receipt,GR-000115,completed,EMP-0066,0.0,2024-01-21 00:35:21.217279,2024-01-21 07:27:26.272233
PI-000402,invoice_verification,INV-000107,completed,EMP-0081,164805.48,2024-01-24 00:19:12.366089,2024-01-24 18:17:49.983520
PI-000403,purchase_requisition,PR-000088,completed,EMP-0033,18676.35,2024-01-17 22:46:13.213374,2024-01-18 06:38:36.254092
PI-000404,purchase_order,PO-000094,completed,EMP-0056,173933.27,2024-01-18 21:41:47.066299,2024-01-19 21:47:33.115937
PI-000405,goods_receipt,GR-000116,completed,EMP-0069,0.0,2024-01-21 17:39:21.483378,2024-01-22 02:42:11.579102
PI-000406,goods_receipt,GR-000117,completed,EMP-0064,0.0,2024-01-24 09:27:44.814508,2024-01-24 19:03:01.606151
PI-000407,invoice_verification,INV-000108,completed,EMP-0080,177010.43,2024-01-28 12:51:25.029987,2024-01-28 22:54:55.640473
PI-000408,purchase_requisition,PR-000089,completed,EMP-0005,88367.63,2024-01-18 04:32:01.347586,2024-01-18 13:01:38.853821
PI-000409,purchase_order,PO-000095,completed,EMP-0059,34165.72,2024-01-18 21:27:21.430103,2024-01-18 22:21:42.502439
PI-000410,goods_receipt,GR-000118,completed,EMP-0068,0.0,2024-01-20 08:47:03.856843,2024-01-20 17:42:19.706607
PI-000411,goods_receipt,GR-000119,completed,EMP-0067,0.0,2024-01-20 22:46:36.124908,2024-01-21 06:14:51.861795
PI-000412,invoice_verification,INV-000109,completed,EMP-0081,20477.83,2024-01-22 18:36:01.423060,2024-01-22 23:42:48.862687
PI-000413,invoice_verification,INV-000110,completed,EMP-0082,13655.57,2024-01-24 04:29:11.958002,2024-01-24 11:10:08.202737
PI-000414,purchase_order,PO-000096,completed,EMP-0053,102474.08,2024-01-18 23:41:48.787027,2024-01-19 07:39:08.422566
PI-000415,goods_receipt,GR-000120,completed,EMP-0063,0.0,2024-01-21 10:03:07.289576,2024-01-21 19:22:27.776243
PI-000416,invoice_verification,INV-000111,completed,EMP-0077,103126.27,2024-01-25 16:29:55.724866,2024-01-26 01:28:42.380870
PI-000417,purchase_requisition,PR-000090,completed,EMP-0005,49083.44,2024-01-18 08:17:06.987897,2024-01-19 01:54:28.774354
PI-000418,purchase_order,PO-000097,completed,EMP-0058,61787.55,2024-01-19 12:48:26.605596,2024-01-19 20:11:34.873681
PI-000419,goods_receipt,GR-000121,completed,EMP-0069,0.0,2024-01-20 14:21:20.533981,2024-01-20 21:31:44.234636
PI-000420,goods_receipt,GR-000122,completed,EMP-0065,0.0,2024-01-22 20:40:46.489489,2024-01-23 02:54:52.541697
PI-000421,invoice_verification,INV-000112,completed,EMP-0076,61563.79,2024-01-24 02:14:36.727224,2024-01-24 14:53:19.736827
PI-000422,purchase_requisition,PR-000091,completed,EMP-0016,104635.18,2024-01-18 15:12:39.723174,2024-01-18 23:23:09.257374
PI-000423,purchase_order,PO-000098,completed,EMP-0053,67909.03,2024-01-19 23:15:42.111744,2024-01-20 11:10:11.540550
PI-000424,goods_receipt,GR-000123,completed,EMP-0064,0.0,2024-01-23 08:20:35.367317,2024-01-23 16:49:04.326153
