instance_id,process_key,act_inst_id,node_id,node_name,task_type,seq,task_id,assignee,assignee_role,start_time,end_time,outcome,duration_ms
PI-000192,goods_receipt,PI-000192|A01,n_post_gr,Post Goods Receipt,serviceTask,1,TK-0000827,EMP-0067,仓储专员,2024-01-11 06:43:34.367711,2024-01-11 06:48:03.367711,approve,269000
PI-000192,goods_receipt,PI-000192|A02,n_inspect,Quality Inspection,userTask,2,TK-0000828,EMP-0074,质检员,2024-01-11 07:43:21.897190,2024-01-11 08:13:28.897190,reject,1807000
PI-000192,goods_receipt,PI-000192|A03,n_return,Return to Supplier,serviceTask,3,TK-0000829,EMP-0063,仓储专员,2024-01-11 11:07:08.563677,2024-01-11 11:51:11.563677,approve,2643000
PI-000193,invoice_verification,PI-000193|A01,n_enter_inv,Enter Incoming Invoice,userTask,1,TK-0000830,EMP-0076,财务专员,2024-01-13 20:01:57.652532,2024-01-13 20:09:22.652532,approve,445000
PI-000193,invoice_verification,PI-000193|A02,n_match,Three-Way Match,serviceTask,2,TK-0000831,EMP-0078,财务专员,2024-01-13 21:51:44.483466,2024-01-13 21:56:03.483466,approve,259000
PI-000193,invoice_verification,PI-000193|A03,n_appr_inv,Approve Invoice,userTask,3,TK-0000833,EMP-0084,应付会计,2024-01-13 22:52:24.810447,2024-01-13 23:47:45.810447,approve,3321000
PI-000193,invoice_verification,PI-000193|A03,n_appr_inv,Approve Invoice,userTask,3,TK-0000832,EMP-0087,应付会计,2024-01-13 23:07:23.702203,2024-01-14 00:33:42.702203,approve,5179000
PI-000193,invoice_verification,PI-000193|A04,n_pay,Post Payment,serviceTask,4,TK-0000834,EMP-0089,出纳,2024-01-14 04:18:21.068872,2024-01-14 04:34:22.068872,approve,961000
PI-000193,invoice_verification,PI-000193|A05,n_clear,Clear Invoice,serviceTask,5,TK-0000835,EMP-0086,应付会计,2024-01-14 05:14:05.254884,2024-01-14 05:15:39.254884,approve,94000
PI-000194,purchase_requisition,PI-000194|A01,n_submit,Submit Purchase Requisition,userTask,1,TK-0000836,EMP-0021,采购申请人,2024-01-08 15:52:09.752718,2024-01-08 16:10:35.752718,approve,1106000
PI-000194,purchase_requisition,PI-000194|A02,n_mgr_appr,Approve Requisition by Manager,userTask,2,TK-0000837,EMP-0044,部门经理,2024-01-08 16:43:50.300326,2024-01-08 18:48:45.300326,approve,7495000
PI-000194,purchase_requisition,PI-000194|A02,n_mgr_appr,Approve Requisition by Manager,userTask,2,TK-0000838,EMP-0041,部门经理,2024-01-08 16:45:03.943755,2024-01-08 17:33:20.943755,approve,2897000
PI-000194,purchase_requisition,PI-000194|A03,n_convert,Convert to Purchase Order,serviceTask,3,TK-0000839,EMP-0054,采购专员,2024-01-08 19:00:36.200659,2024-01-08 19:16:47.200659,approve,971000
PI-000195,purchase_order,PI-000195|A01,n_create_po,Create Purchase Order,serviceTask,1,TK-0000840,EMP-0054,采购专员,2024-01-09 17:36:07.238091,2024-01-09 17:53:54.238091,approve,1067000
PI-000195,purchase_order,PI-000195|A02,n_dir_appr,Approve Purchase Order by Director,userTask,2,TK-0000841,EMP-0051,采购总监,2024-01-09 18:58:04.731715,2024-01-09 21:43:03.731715,approve,9899000
PI-000195,purchase_order,PI-000195|A03,n_send_po,Send Order to Supplier,serviceTask,3,TK-0000842,EMP-0057,采购专员,2024-01-10 01:03:39.643444,2024-01-10 01:25:20.643444,approve,1301000
PI-000196,goods_receipt,PI-000196|A01,n_post_gr,Post Goods Receipt,serviceTask,1,TK-0000843,EMP-0062,仓储专员,2024-01-11 12:11:22.503432,2024-01-11 12:19:33.503432,approve,491000
PI-000196,goods_receipt,PI-000196|A02,n_inspect,Quality Inspection,userTask,2,TK-0000844,EMP-0071,质检员,2024-01-11 13:49:51.775405,2024-01-11 17:01:39.775405,approve,11508000
PI-000196,goods_receipt,PI-000196|A03,n_putaway,Putaway to Warehouse,serviceTask,3,TK-0000845,EMP-0062,仓储专员,2024-01-11 20:24:24.544233,2024-01-11 21:53:06.544233,approve,5322000
PI-000197,invoice_verification,PI-000197|A01,n_enter_inv,Enter Incoming Invoice,userTask,1,TK-0000846,EMP-0076,财务专员,2024-01-16 19:14:51.541287,2024-01-16 19:29:01.541287,approve,850000
PI-000197,invoice_verification,PI-000197|A02,n_match,Three-Way Match,serviceTask,2,TK-0000847,EMP-0079,财务专员,2024-01-16 20:44:44.064225,2024-01-16 20:46:09.064225,approve,85000
PI-000197,invoice_verification,PI-000197|A03,n_appr_inv,Approve Invoice,userTask,3,TK-0000848,EMP-0086,应付会计,2024-01-16 21:22:39.916252,2024-01-16 22:10:47.916252,approve,2888000
PI-000197,invoice_verification,PI-000197|A03,n_appr_inv,Approve Invoice,userTask,3,TK-0000849,EMP-0083,应付会计,2024-01-16 21:41:53.274550,2024-01-16 22:17:11.274550,approve,2118000
PI-000197,invoice_verification,PI-000197|A04,n_pay,Post Payment,serviceTask,4,TK-0000850,EMP-0088,出纳,2024-01-17 01:35:55.326757,2024-01-17 01:55:21.326757,approve,1166000
PI-000197,invoice_verification,PI-000197|A05,n_clear,Clear Invoice,serviceTask,5,TK-0000851,EMP-0087,应付会计,2024-01-17 04:51:43.492241,2024-01-17 04:58:14.492241,approve,391000
PI-000198,purchase_requisition,PI-000198|A01,n_submit,Submit Purchase Requisition,userTask,1,TK-0000852,EMP-0012,采购申请人,2024-01-08 22:43:37.085927,2024-01-08 23:14:54.085927,approve,1877000
PI-000198,purchase_requisition,PI-000198|A02,n_mgr_appr,Approve Requisition by Manager,userTask,2,TK-0000854,EMP-0048,部门经理,2024-01-08 23:24:38.700037,2024-01-08 23:47:31.700037,approve,1373000
PI-000198,purchase_requisition,PI-000198|A02,n_mgr_appr,Approve Requisition by Manager,userTask,2,TK-0000853,EMP-0047,部门经理,2024-01-09 01:07:56.071655,2024-01-09 01:45:47.071655,approve,2271000
PI-000198,purchase_requisition,PI-000198|A03,n_convert,Convert to Purchase Order,serviceTask,3,TK-0000855,EMP-0053,采购专员,2024-01-09 03:28:11.471241,2024-01-09 04:19:20.471241,approve,3069000
PI-000199,purchase_order,PI-000199|A01,n_create_po,Create Purchase Order,serviceTask,1,TK-0000856,EMP-0061,采购专员,2024-01-09 07:27:29.696775,2024-01-09 07:51:21.696775,approve,1432000
PI-000199,purchase_order,PI-000199|A02,n_send_po,Send Order to Supplier,serviceTask,2,TK-0000857,EMP-0059,采购专员,2024-01-09 08:24:12.720896,2024-01-09 08:31:03.720896,approve,411000
PI-000200,goods_receipt,PI-000200|A01,n_post_gr,Post Goods Receipt,serviceTask,1,TK-0000858,EMP-0066,仓储专员,2024-01-11 07:27:11.166838,2024-01-11 07:34:47.166838,approve,456000
PI-000200,goods_receipt,PI-000200|A02,n_inspect,Quality Inspection,userTask,2,TK-0000859,EMP-0072,质检员,2024-01-11 08:35:07.514156,2024-01-11 09:16:43.514156,reject,2496000
PI-000200,goods_receipt,PI-000200|A03,n_return,Return to Supplier,serviceTask,3,TK-0000860,EMP-0063,仓储专员,2024-01-11 09:24:09.029572,2024-01-11 09:42:24.029572,approve,1095000
PI-000201,invoice_verification,PI-000201|A01,n_enter_inv,Enter Incoming Invoice,userTask,1,TK-0000861,EMP-0079,财务专员,2024-01-15 00:15:24.156186,2024-01-15 00:42:16.156186,approve,1612000
PI-000201,invoice_verification,PI-000201|A02,n_match,Three-Way Match,serviceTask,2,TK-0000862,EMP-0080,财务专员,2024-01-15 04:41:30.182244,2024-01-15 04:54:16.182244,approve,766000
PI-000201,invoice_verification,PI-000201|A03,n_appr_inv,Approve Invoice,userTask,3,TK-0000864,EMP-0086,应付会计,2024-01-15 05:15:56.517285,2024-01-15 06:03:52.517285,approve,2876000
PI-000201,invoice_verification,PI-000201|A03,n_appr_inv,Approve Invoice,userTask,3,TK-0000863,EMP-0085,应付会计,2024-01-15 06:16:27.890190,2024-01-15 06:39:19.890190,approve,1372000
PI-000201,invoice_verification,PI-000201|A04,n_pay,Post Payment,serviceTask,4,TK-0000865,EMP-0089,出纳,2024-01-15 07:17:39.210040,2024-01-15 08:16:45.210040,approve,3546000
PI-000201,invoice_verification,PI-000201|A05,n_clear,Clear Invoice,serviceTask,5,TK-0000866,EMP-0085,应付会计,2024-01-15 11:53:54.586777,2024-01-15 11:55:01.586777,approve,67000
PI-000202,purchase_requisition,PI-000202|A01,n_submit,Submit Purchase Requisition,userTask,1,TK-0000867,EMP-0028,采购申请人,2024-01-09 04:46:03.288855,2024-01-09 05:49:50.288855,approve,3827000
PI-000202,purchase_requisition,PI-000202|A02,n_mgr_appr,Approve Requisition by Manager,userTask,2,TK-0000868,EMP-0048,部门经理,2024-01-09 06:13:38.818057,2024-01-09 07:11:00.818057,approve,3442000
PI-000202,purchase_requisition,PI-000202|A02,n_mgr_appr,Approve Requisition by Manager,userTask,2,TK-0000869,EMP-0043,部门经理,2024-01-09 06:43:45.498614,2024-01-09 07:43:05.498614,approve,3560000
PI-000202,purchase_requisition,PI-000202|A03,n_convert,Convert to Purchase Order,serviceTask,3,TK-0000870,EMP-0059,采购专员,2024-01-09 09:43:56.637169,2024-01-09 10:01:05.637169,approve,1029000
PI-000203,purchase_order,PI-000203|A01,n_create_po,Create Purchase Order,serviceTask,1,TK-0000871,EMP-0055,采购专员,2024-01-09 17:51:14.134961,2024-01-09 19:30:08.134961,approve,5934000
PI-000203,purchase_order,PI-000203|A02,n_dir_appr,Approve Purchase Order by Director,userTask,2,TK-0000872,EMP-0050,采购总监,2024-01-09 21:02:55.307126,2024-01-09 22:15:16.307126,approve,4341000
PI-000203,purchase_order,PI-000203|A03,n_send_po,Send Order to Supplier,serviceTask,3,TK-0000873,EMP-0059,采购专员,2024-01-10 00:06:58.489890,2024-01-10 00:09:15.489890,approve,137000
PI-000204,goods_receipt,PI-000204|A01,n_post_gr,Post Goods Receipt,serviceTask,1,TK-0000874,EMP-0062,仓储专员,2024-01-12 13:15:35.676439,2024-01-12 13:29:25.676439,approve,830000
PI-000204,goods_receipt,PI-000204|A02,n_inspect,Quality Inspection,userTask,2,TK-0000875,EMP-0071,质检员,2024-01-12 17:21:12.871707,2024-01-12 18:35:48.871707,approve,4476000
PI-000204,goods_receipt,PI-000204|A03,n_putaway,Putaway to Warehouse,serviceTask,3,TK-0000876,EMP-0064,仓储专员,2024-01-12 19:09:09.359683,2024-01-12 19:38:34.359683,approve,1765000
PI-000205,invoice_verification,PI-000205|A01,n_enter_inv,Enter Incoming Invoice,userTask,1,TK-0000877,EMP-0080,财务专员,2024-01-13 16:57:48.082919,2024-01-13 17:20:13.082919,approve,1345000
PI-000205,invoice_verification,PI-000205|A02,n_match,Three-Way Match,serviceTask,2,TK-0000878,EMP-0081,财务专员,2024-01-13 17:46:25.218046,2024-01-13 17:53:19.218046,approve,414000
PI-000205,invoice_verification,PI-000205|A03,n_appr_inv,Approve Invoice,userTask,3,TK-0000880,EMP-0085,应付会计,2024-01-13 18:36:42.669527,2024-01-13 21:06:00.669527,approve,8958000
PI-000205,invoice_verification,PI-000205|A03,n_appr_inv,Approve Invoice,userTask,3,TK-0000879,EMP-0083,应付会计,2024-01-13 19:50:14.793401,2024-01-13 21:21:27.793401,approve,5473000
PI-000205,invoice_verification,PI-000205|A04,n_pay,Post Payment,serviceTask,4,TK-0000881,EMP-0088,出纳,2024-01-13 22:34:46.706046,2024-01-13 22:40:06.706046,approve,320000
PI-000205,invoice_verification,PI-000205|A05,n_clear,Clear Invoice,serviceTask,5,TK-0000882,EMP-0084,应付会计,2024-01-14 02:36:23.731932,2024-01-14 02:44:36.731932,approve,493000
PI-000206,purchase_requisition,PI-000206|A01,n_submit,Submit Purchase Requisition,userTask,1,TK-0000883,EMP-0037,采购申请人,2024-01-09 06:11:31.920669,2024-01-09 06:34:08.920669,approve,1357000
PI-000206,purchase_requisition,PI-000206|A02,n_mgr_appr,Approve Requisition by Manager,userTask,2,TK-0000884,EMP-0042,部门经理,2024-01-09 06:41:01.174656,2024-01-09 08:23:44.174656,approve,6163000
PI-000206,purchase_requisition,PI-000206|A02,n_mgr_appr,Approve Requisition by Manager,userTask,2,TK-0000886,EMP-0045,部门经理,2024-01-09 06:54:21.453987,2024-01-09 09:56:14.453987,approve,10913000
PI-000206,purchase_requisition,PI-000206|A02,n_mgr_appr,Approve Requisition by Manager,userTask,2,TK-0000885,EMP-0047,部门经理,2024-01-09 07:21:44.816951,2024-01-09 08:04:25.816951,approve,2561000
PI-000206,purchase_requisition,PI-000206|A03,n_convert,Convert to Purchase Order,serviceTask,3,TK-0000887,EMP-0057,采购专员,2024-01-09 13:48:25.200724,2024-01-09 14:05:43.200724,approve,1038000
PI-000207,purchase_order,PI-000207|A01,n_create_po,Create Purchase Order,serviceTask,1,TK-0000888,EMP-0061,采购专员,2024-01-10 04:44:02.892865,2024-01-10 04:48:15.892865,approve,253000
PI-000207,purchase_order,PI-000207|A02,n_send_po,Send Order to Supplier,serviceTask,2,TK-0000889,EMP-0058,采购专员,2024-01-10 08:02:21.327228,2024-01-10 08:09:01.327228,approve,400000
PI-000208,goods_receipt,PI-000208|A01,n_post_gr,Post Goods Receipt,serviceTask,1,TK-0000890,EMP-0065,仓储专员,2024-01-12 21:31:01.853122,2024-01-12 21:48:34.853122,approve,1053000
PI-000208,goods_receipt,PI-000208|A02,n_inspect,Quality Inspection,userTask,2,TK-0000891,EMP-0071,质检员,2024-01-13 00:47:11.667785,2024-01-13 01:26:47.667785,reject,2376000
PI-000208,goods_receipt,PI-000208|A03,n_return,Return to Supplier,serviceTask,3,TK-0000892,EMP-0065,仓储专员,2024-01-13 02:19:06.539507,2024-01-13 03:16:54.539507,approve,3468000
PI-000209,invoice_verification,PI-000209|A01,n_enter_inv,Enter Incoming Invoice,userTask,1,TK-0000893,EMP-0082,财务专员,2024-01-16 20:58:14.903112,2024-01-16 21:30:35.903112,approve,1941000
PI-000209,invoice_verification,PI-000209|A02,n_match,Three-Way Match,serviceTask,2,TK-0000894,EMP-0082,财务专员,2024-01-16 23:36:14.218785,2024-01-16 23:41:54.218785,approve,340000
PI-000209,invoice_verification,PI-000209|A03,n_appr_inv,Approve Invoice,userTask,3,TK-0000896,EMP-0086,应付会计,2024-01-17 00:21:22.924533,2024-01-17 01:06:09.924533,approve,2687000
PI-000209,invoice_verification,PI-000209|A03,n_appr_inv,Approve Invoice,userTask,3,TK-0000895,EMP-0085,应付会计,2024-01-17 01:29:09.288887,2024-01-17 01:43:55.288887,approve,886000
PI-000209,invoice_verification,PI-000209|A04,n_pay,Post Payment,serviceTask,4,TK-0000897,EMP-0090,出纳,2024-01-17 02:34:05.327182,2024-01-17 02:43:28.327182,approve,563000
PI-000209,invoice_verification,PI-000209|A05,n_clear,Clear Invoice,serviceTask,5,TK-0000898,EMP-0085,应付会计,2024-01-17 06:25:04.799095,2024-01-17 06:51:41.799095,approve,1597000
PI-000210,invoice_verification,PI-000210|A01,n_enter_inv,Enter Incoming Invoice,userTask,1,TK-0000899,EMP-0081,财务专员,2024-01-21 02:04:30.951030,2024-01-21 02:59:12.951030,approve,3282000
PI-000210,invoice_verification,PI-000210|A02,n_match,Three-Way Match,serviceTask,2,TK-0000900,EMP-0077,财务专员,2024-01-21 05:30:20.928566,2024-01-21 05:33:09.928566,approve,169000
PI-000210,invoice_verification,PI-000210|A03,n_appr_inv,Approve Invoice,userTask,3,TK-0000902,EMP-0086,应付会计,2024-01-21 05:37:53.660256,2024-01-21 06:18:39.660256,approve,2446000
PI-000210,invoice_verification,PI-000210|A03,n_appr_inv,Approve Invoice,userTask,3,TK-0000901,EMP-0084,应付会计,2024-01-21 05:49:46.164272,2024-01-21 06:26:52.164272,approve,2226000
PI-000210,invoice_verification,PI-000210|A04,n_pay,Post Payment,serviceTask,4,TK-0000903,EMP-0090,出纳,2024-01-21 06:39:22.941382,2024-01-21 06:44:08.941382,approve,286000
PI-000210,invoice_verification,PI-000210|A05,n_clear,Clear Invoice,serviceTask,5,TK-0000904,EMP-0083,应付会计,2024-01-21 09:01:12.879809,2024-01-21 09:02:12.879809,approve,60000
PI-000211,purchase_requisition,PI-000211|A01,n_submit,Submit Purchase Requisition,userTask,1,TK-0000905,EMP-0036,采购申请人,2024-01-09 14:31:23.011103,2024-01-09 15:34:44.011103,approve,3801000
PI-000211,purchase_requisition,PI-000211|A02,n_mgr_appr,Approve Requisition by Manager,userTask,2,TK-0000906,EMP-0042,部门经理,2024-01-09 16:03:21.176078,2024-01-09 16:35:53.176078,approve,1952000
PI-000211,purchase_requisition,PI-000211|A02,n_mgr_appr,Approve Requisition by Manager,userTask,2,TK-0000907,EMP-0047,部门经理,2024-01-09 16:17:48.419601,2024-01-09 18:10:08.419601,approve,6740000
PI-000211,purchase_requisition,PI-000211|A03,n_convert,Convert to Purchase Order,serviceTask,3,TK-0000908,EMP-0057,采购专员,2024-01-09 19:33:46.385708,2024-01-09 19:42:35.385708,approve,529000
PI-000212,purchase_order,PI-000212|A01,n_create_po,Create Purchase Order,serviceTask,1,TK-0000909,EMP-0060,采购专员,2024-01-10 13:34:20.267426,2024-01-10 13:37:13.267426,approve,173000
PI-000212,purchase_order,PI-000212|A02,n_dir_appr,Approve Purchase Order by Director,userTask,2,TK-0000910,EMP-0051,采购总监,2024-01-10 16:48:57.231010,2024-01-10 18:04:47.231010,approve,4550000
PI-000212,purchase_order,PI-000212|A03,n_send_po,Send Order to Supplier,serviceTask,3,TK-0000911,EMP-0060,采购专员,2024-01-10 21:51:32.595058,2024-01-10 21:53:56.595058,approve,144000
PI-000213,goods_receipt,PI-000213|A01,n_post_gr,Post Goods Receipt,serviceTask,1,TK-0000912,EMP-0062,仓储专员,2024-01-13 02:01:27.025433,2024-01-13 02:06:35.025433,approve,308000
PI-000213,goods_receipt,PI-000213|A02,n_inspect,Quality Inspection,userTask,2,TK-0000913,EMP-0072,质检员,2024-01-13 05:45:15.180463,2024-01-13 06:53:42.180463,approve,4107000
PI-000213,goods_receipt,PI-000213|A03,n_putaway,Putaway to Warehouse,serviceTask,3,TK-0000914,EMP-0065,仓储专员,2024-01-13 10:27:17.055052,2024-01-13 11:11:38.055052,approve,2661000
PI-000214,goods_receipt,PI-000214|A01,n_post_gr,Post Goods Receipt,serviceTask,1,TK-0000915,EMP-0068,仓储专员,2024-01-13 22:01:00.739141,2024-01-13 22:17:41.739141,approve,1001000
PI-000214,goods_receipt,PI-000214|A02,n_inspect,Quality Inspection,userTask,2,TK-0000916,EMP-0070,质检员,2024-01-14 00:22:56.308797,2024-01-14 00:54:53.308797,approve,1917000
PI-000214,goods_receipt,PI-000214|A03,n_putaway,Putaway to Warehouse,serviceTask,3,TK-0000917,EMP-0066,仓储专员,2024-01-14 01:56:36.199683,2024-01-14 03:36:34.199683,approve,5998000
PI-000215,invoice_verification,PI-000215|A01,n_enter_inv,Enter Incoming Invoice,userTask,1,TK-0000918,EMP-0080,财务专员,2024-01-16 03:26:35.938537,2024-01-16 03:48:13.938537,approve,1298000
PI-000215,invoice_verification,PI-000215|A02,n_match,Three-Way Match,serviceTask,2,TK-0000919,EMP-0078,财务专员,2024-01-16 07:02:29.903163,2024-01-16 07:31:01.903163,approve,1712000
PI-000215,invoice_verification,PI-000215|A03,n_appr_inv,Approve Invoice,userTask,3,TK-0000921,EMP-0087,应付会计,2024-01-16 07:41:09.003957,2024-01-16 08:09:43.003957,approve,1714000
PI-000215,invoice_verification,PI-000215|A03,n_appr_inv,Approve Invoice,userTask,3,TK-0000920,EMP-0085,应付会计,2024-01-16 08:52:43.667543,2024-01-16 10:53:56.667543,approve,7273000
PI-000215,invoice_verification,PI-000215|A04,n_pay,Post Payment,serviceTask,4,TK-0000922,EMP-0090,出纳,2024-01-16 13:15:48.071090,2024-01-16 13:37:49.071090,approve,1321000
PI-000215,invoice_verification,PI-000215|A05,n_clear,Clear Invoice,serviceTask,5,TK-0000923,EMP-0086,应付会计,2024-01-16 16:57:30.041665,2024-01-16 17:12:07.041665,approve,877000
PI-000216,invoice_verification,PI-000216|A01,n_enter_inv,Enter Incoming Invoice,userTask,1,TK-0000924,EMP-0081,财务专员,2024-01-19 13:44:46.790121,2024-01-19 14:17:47.790121,approve,1981000
PI-000216,invoice_verification,PI-000216|A02,n_match,Three-Way Match,serviceTask,2,TK-0000925,EMP-0082,财务专员,2024-01-19 17:14:44.999264,2024-01-19 17:21:50.999264,approve,426000
PI-000216,invoice_verification,PI-000216|A03,n_appr_inv,Approve Invoice,userTask,3,TK-0000927,EMP-0083,应付会计,2024-01-19 17:32:56.801414,2024-01-19 19:36:33.801414,approve,7417000
PI-000216,invoice_verification,PI-000216|A03,n_appr_inv,Approve Invoice,userTask,3,TK-0000926,EMP-0084,应付会计,2024-01-19 18:46:42.847130,2024-01-19 19:34:00.847130,approve,2838000
PI-000216,invoice_verification,PI-000216|A04,n_pay,Post Payment,serviceTask,4,TK-0000928,EMP-0089,出纳,2024-01-19 20:07:29.541313,2024-01-19 20:17:06.541313,approve,577000
PI-000216,invoice_verification,PI-000216|A05,n_clear,Clear Invoice,serviceTask,5,TK-0000929,EMP-0083,应付会计,2024-01-19 21:49:24.231007,2024-01-19 21:54:56.231007,approve,332000
PI-000217,purchase_requisition,PI-000217|A01,n_submit,Submit Purchase Requisition,userTask,1,TK-0000930,EMP-0004,采购申请人,2024-01-09 20:29:30.723799,2024-01-09 20:54:07.723799,approve,1477000
PI-000217,purchase_requisition,PI-000217|A02,n_convert,Convert to Purchase Order,serviceTask,2,TK-0000931,EMP-0058,采购专员,2024-01-09 22:52:12.311501,2024-01-09 22:58:47.311501,approve,395000
PI-000218,purchase_order,PI-000218|A01,n_create_po,Create Purchase Order,serviceTask,1,TK-0000932,EMP-0057,采购专员,2024-01-10 15:35:33.527745,2024-01-10 15:57:53.527745,approve,1340000
PI-000218,purchase_order,PI-000218|A02,n_send_po,Send Order to Supplier,serviceTask,2,TK-0000933,EMP-0057,采购专员,2024-01-10 18:10:01.549501,2024-01-10 18:21:08.549501,approve,667000
PI-000219,goods_receipt,PI-000219|A01,n_post_gr,Post Goods Receipt,serviceTask,1,TK-0000934,EMP-0065,仓储专员,2024-01-12 15:45:19.032348,2024-01-12 15:57:21.032348,approve,722000
PI-000219,goods_receipt,PI-000219|A02,n_inspect,Quality Inspection,userTask,2,TK-0000935,EMP-0070,质检员,2024-01-12 17:06:58.003992,2024-01-12 19:05:26.003992,approve,7108000
PI-000219,goods_receipt,PI-000219|A03,n_putaway,Putaway to Warehouse,serviceTask,3,TK-0000936,EMP-0067,仓储专员,2024-01-12 20:44:51.353892,2024-01-12 20:55:42.353892,approve,651000
PI-000220,invoice_verification,PI-000220|A01,n_enter_inv,Enter Incoming Invoice,userTask,1,TK-0000937,EMP-0076,财务专员,2024-01-14 08:57:58.888076,2024-01-14 09:16:12.888076,approve,1094000
PI-000220,invoice_verification,PI-000220|A02,n_match,Three-Way Match,serviceTask,2,TK-0000938,EMP-0081,财务专员,2024-01-14 12:00:41.268882,2024-01-14 12:02:47.268882,reject,126000
PI-000220,invoice_verification,PI-000220|A03,n_park,Park Invoice,userTask,3,TK-0000939,EMP-0077,财务专员,2024-01-14 13:44:48.070531,2024-01-14 13:59:03.070531,approve,855000
PI-000220,invoice_verification,PI-000220|A04,n_handle_exc,Handle Invoice Exception,userTask,4,TK-0000940,EMP-0076,财务专员,2024-01-14 14:16:14.552002,2024-01-14 14:43:51.552002,approve,1657000
PI-000220,invoice_verification,PI-000220|A05,n_match,Three-Way Match,serviceTask,5,TK-0000941,EMP-0081,财务专员,2024-01-14 18:31:57.486491,2024-01-14 18:37:16.486491,approve,319000
PI-000220,invoice_verification,PI-000220|A06,n_appr_inv,Approve Invoice,userTask,6,TK-0000943,EMP-0084,应付会计,2024-01-14 19:23:31.650965,2024-01-14 20:25:05.650965,approve,3694000
PI-000220,invoice_verification,PI-000220|A06,n_appr_inv,Approve Invoice,userTask,6,TK-0000942,EMP-0086,应付会计,2024-01-14 20:27:21.258669,2024-01-14 21:23:27.258669,approve,3366000
PI-000220,invoice_verification,PI-000220|A07,n_pay,Post Payment,serviceTask,7,TK-0000944,EMP-0089,出纳,2024-01-14 21:48:10.366483,2024-01-14 22:02:53.366483,approve,883000
PI-000220,invoice_verification,PI-000220|A08,n_clear,Clear Invoice,serviceTask,8,TK-0000945,EMP-0085,应付会计,2024-01-15 00:14:53.567023,2024-01-15 00:18:25.567023,approve,212000
PI-000221,purchase_requisition,PI-000221|A01,n_submit,Submit Purchase Requisition,userTask,1,TK-0000946,EMP-0036,采购申请人,2024-01-10 04:15:41.275641,2024-01-10 04:39:23.275641,approve,1422000
PI-000221,purchase_requisition,PI-000221|A02,n_mgr_appr,Approve Requisition by Manager,userTask,2,TK-0000948,EMP-0041,部门经理,2024-01-10 04:46:35.484202,2024-01-10 08:51:18.484202,approve,14683000
PI-000221,purchase_requisition,PI-000221|A02,n_mgr_appr,Approve Requisition by Manager,userTask,2,TK-0000947,EMP-0045,部门经理,2024-01-10 05:02:57.048147,2024-01-10 06:05:38.048147,approve,3761000
PI-000221,purchase_requisition,PI-000221|A03,n_convert,Convert to Purchase Order,serviceTask,3,TK-0000949,EMP-0058,采购专员,2024-01-10 09:45:51.471688,2024-01-10 09:56:08.471688,approve,617000
PI-000222,purchase_order,PI-000222|A01,n_create_po,Create Purchase Order,serviceTask,1,TK-0000950,EMP-0054,采购专员,2024-01-11 11:35:14.102782,2024-01-11 12:40:39.102782,approve,3925000
PI-000222,purchase_order,PI-000222|A02,n_dir_appr,Approve Purchase Order by Director,userTask,2,TK-0000951,EMP-0050,采购总监,2024-01-11 14:52:06.756279,2024-01-11 18:52:40.756279,approve,14434000
PI-000222,purchase_order,PI-000222|A03,n_send_po,Send Order to Supplier,serviceTask,3,TK-0000952,EMP-0059,采购专员,2024-01-11 21:35:39.423655,2024-01-11 21:37:35.423655,approve,116000
PI-000223,goods_receipt,PI-000223|A01,n_post_gr,Post Goods Receipt,serviceTask,1,TK-0000953,EMP-0065,仓储专员,2024-01-12 10:11:04.462531,2024-01-12 10:21:00.462531,approve,596000
PI-000223,goods_receipt,PI-000223|A02,n_inspect,Quality Inspection,userTask,2,TK-0000954,EMP-0071,质检员,2024-01-12 11:21:03.499538,2024-01-12 12:05:31.499538,approve,2668000
PI-000223,goods_receipt,PI-000223|A03,n_putaway,Putaway to Warehouse,serviceTask,3,TK-0000955,EMP-0065,仓储专员,2024-01-12 12:12:12.108680,2024-01-12 12:27:54.108680,approve,942000
PI-000224,invoice_verification,PI-000224|A01,n_enter_inv,Enter Incoming Invoice,userTask,1,TK-0000956,EMP-0077,财务专员,2024-01-16 06:30:24.765475,2024-01-16 06:43:10.765475,approve,766000
PI-000224,invoice_verification,PI-000224|A02,n_match,Three-Way Match,serviceTask,2,TK-0000957,EMP-0079,财务专员,2024-01-16 07:33:15.872298,2024-01-16 07:46:23.872298,approve,788000
PI-000224,invoice_verification,PI-000224|A03,n_appr_inv,Approve Invoice,userTask,3,TK-0000959,EMP-0086,应付会计,2024-01-16 08:46:06.842837,2024-01-16 09:07:30.842837,approve,1284000
PI-000224,invoice_verification,PI-000224|A03,n_appr_inv,Approve Invoice,userTask,3,TK-0000958,EMP-0083,应付会计,2024-01-16 09:05:06.539674,2024-01-16 11:11:38.539674,approve,7592000
PI-000224,invoice_verification,PI-000224|A04,n_pay,Post Payment,serviceTask,4,TK-0000960,EMP-0089,出纳,2024-01-16 13:18:11.862158,2024-01-16 13:30:53.862158,approve,762000
PI-000224,invoice_verification,PI-000224|A05,n_clear,Clear Invoice,serviceTask,5,TK-0000961,EMP-0085,应付会计,2024-01-16 13:55:07.367668,2024-01-16 14:01:40.367668,approve,393000
